No,feedback,aspect,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment,feed_no_emo,_emo,n_emo
1099,"Materi pembelajarannya secara keseluruhan jelas, meskipun beberapa bagian terasa agak membingungkan 😬.",2,0,0,0,0,1,0,0,1,1,"Materi pembelajarannya secara keseluruhan jelas, meskipun beberapa bagian terasa agak membingungkan .",['😬'],1
1100,Saya mendapati penjelasan-penjelasan tersebut netral dan berfokus pada penyampaian informasi.,1,0,0,0,0,1,0,0,1,1,Saya mendapati penjelasan-penjelasan tersebut netral dan berfokus pada penyampaian informasi.,[],0
1101,Konten tersebut mendukung pembelajaran dengan kecepatan yang stabil.,2,0,0,0,0,1,0,0,1,1,Konten tersebut mendukung pembelajaran dengan kecepatan yang stabil.,[],0
1102,"Materi pembelajarannya mudah dipahami, meskipun tidak terlalu mendalam.",2,0,0,0,0,1,0,0,1,1,"Materi pembelajarannya mudah dipahami, meskipun tidak terlalu mendalam.",[],0
1103,Saya dapat mengikuti pelajaran tanpa kesulitan berarti.,2,0,0,0,0,1,0,0,1,1,Saya dapat mengikuti pelajaran tanpa kesulitan berarti.,[],0
1104,"Penjelasannya cukup memadai, meskipun beberapa bagian terasa singkat.",1,0,0,0,0,1,0,0,1,1,"Penjelasannya cukup memadai, meskipun beberapa bagian terasa singkat.",[],0
1105,Konten pembelajarannya terasa seimbang dan konsisten.,2,0,0,0,0,1,0,0,1,1,Konten pembelajarannya terasa seimbang dan konsisten.,[],0
1106,Saya rasa materi ini sesuai untuk pemahaman umum.,2,0,0,0,0,1,0,0,1,1,Saya rasa materi ini sesuai untuk pemahaman umum.,[],0
1107,Penjelasan-penjelasan tersebut mengkomunikasikan ide-ide dengan cukup jelas.,1,0,0,0,0,1,0,0,1,1,Penjelasan-penjelasan tersebut mengkomunikasikan ide-ide dengan cukup jelas.,[],0
1108,Materi pembelajaran terasa informatif tanpa terlalu detail.,2,0,0,0,0,1,0,0,1,1,Materi pembelajaran terasa informatif tanpa terlalu detail.,[],0
1109,Isi kursus memberikan pemahaman dasar tentang subjek tersebut.,2,0,0,0,0,1,0,0,1,1,Isi kursus memberikan pemahaman dasar tentang subjek tersebut.,[],0
1110,"Saya merasa materi pembelajaran mudah diikuti, meskipun sesekali membutuhkan klarifikasi.",2,0,0,0,0,1,0,0,1,1,"Saya merasa materi pembelajaran mudah diikuti, meskipun sesekali membutuhkan klarifikasi.",[],0
1111,Penjelasannya netral dan lugas.,1,0,0,0,0,1,0,0,1,1,Penjelasannya netral dan lugas.,[],0
1112,"Beberapa bagian materi pembelajaran terasa jelas, sementara bagian lainnya membutuhkan lebih banyak usaha 😮‍💨.",2,0,0,0,0,1,0,0,1,1,"Beberapa bagian materi pembelajaran terasa jelas, sementara bagian lainnya membutuhkan lebih banyak usaha .",['😮\u200d💨'],1
1113,"Konten tersebut menyajikan konsep secara logis, meskipun tidak selalu mendalam.",2,0,0,0,0,1,0,0,1,1,"Konten tersebut menyajikan konsep secara logis, meskipun tidak selalu mendalam.",[],0
1114,Materi pembelajaran disusun untuk mendukung pembelajaran yang berkelanjutan.,2,0,0,0,0,1,0,0,1,1,Materi pembelajaran disusun untuk mendukung pembelajaran yang berkelanjutan.,[],0
1115,Saya rasa penjelasannya cukup memadai untuk diikuti.,1,0,0,0,0,1,0,0,1,1,Saya rasa penjelasannya cukup memadai untuk diikuti.,[],0
1116,Konten pembelajaran terasa netral dan bersifat instruktif.,2,0,0,0,0,1,0,0,1,1,Konten pembelajaran terasa netral dan bersifat instruktif.,[],0
1117,Materi ini membantu membangun pemahaman umum tentang topik-topik tersebut.,2,0,0,0,0,1,0,0,1,1,Materi ini membantu membangun pemahaman umum tentang topik-topik tersebut.,[],0
1118,"Penjelasannya mudah dipahami, meskipun terkadang singkat.",1,0,0,0,0,1,0,0,1,1,"Penjelasannya mudah dipahami, meskipun terkadang singkat.",[],0
1119,Materi pembelajaran cukup jelas untuk mengikuti kursus ini.,2,0,0,0,0,1,0,0,1,1,Materi pembelajaran cukup jelas untuk mengikuti kursus ini.,[],0
1120,"Saya merasa isinya dapat diterima, dengan beberapa bagian lebih jelas daripada yang lain.",2,0,0,0,0,1,0,0,1,1,"Saya merasa isinya dapat diterima, dengan beberapa bagian lebih jelas daripada yang lain.",[],0
1121,Penjelasan-penjelasan tersebut memberikan gambaran umum tentang subjek tersebut.,1,0,0,0,0,1,0,0,1,1,Penjelasan-penjelasan tersebut memberikan gambaran umum tentang subjek tersebut.,[],0
1122,Materi pembelajaran terasa konsisten dalam nada dan strukturnya.,2,0,0,0,0,1,0,0,1,1,Materi pembelajaran terasa konsisten dalam nada dan strukturnya.,[],0
1123,Saya rasa konten ini berfungsi sebagai referensi dasar.,2,0,0,0,0,1,0,0,1,1,Saya rasa konten ini berfungsi sebagai referensi dasar.,[],0
1124,Penjelasan-penjelasan tersebut mengkomunikasikan ide-ide inti tanpa banyak embel-embel.,1,0,0,0,0,1,0,0,1,1,Penjelasan-penjelasan tersebut mengkomunikasikan ide-ide inti tanpa banyak embel-embel.,[],0
1125,"Materi pembelajaran ini mendukung pemahaman, meskipun latihan tetap diperlukan.",2,0,0,0,0,1,0,0,1,1,"Materi pembelajaran ini mendukung pemahaman, meskipun latihan tetap diperlukan.",[],0
1126,Saya merasa isi kursus tersebut informatif dan netral.,2,0,0,0,0,1,0,0,1,1,Saya merasa isi kursus tersebut informatif dan netral.,[],0
1127,"Penjelasannya jelas, meskipun tidak terlalu detail.",1,0,0,0,0,1,0,0,1,1,"Penjelasannya jelas, meskipun tidak terlalu detail.",[],0
1128,"Materi pembelajarannya secara keseluruhan mudah dipahami, meskipun ada beberapa momen yang kurang jelas 😯.",2,0,0,0,0,1,0,0,1,1,"Materi pembelajarannya secara keseluruhan mudah dipahami, meskipun ada beberapa momen yang kurang jelas .",['😯'],1
1129,Isi tersebut menyajikan subjek dengan cara yang lugas.,2,0,0,0,0,1,0,0,1,1,Isi tersebut menyajikan subjek dengan cara yang lugas.,[],0
1130,Saya rasa materi pembelajarannya memadai untuk mengikuti kursus ini.,2,0,0,0,0,1,0,0,1,1,Saya rasa materi pembelajarannya memadai untuk mengikuti kursus ini.,[],0
1131,Penjelasan-penjelasan tersebut memberikan kejelasan pada sebagian besar topik.,1,0,0,0,0,1,0,0,1,1,Penjelasan-penjelasan tersebut memberikan kejelasan pada sebagian besar topik.,[],0
1132,Konten pembelajarannya terasa seimbang dan mudah diakses.,2,0,0,0,0,1,0,0,1,1,Konten pembelajarannya terasa seimbang dan mudah diakses.,[],0
1133,Saya merasa materi tersebut mudah dipahami jika membutuhkan sedikit konsentrasi.,2,0,0,0,0,1,0,0,1,1,Saya merasa materi tersebut mudah dipahami jika membutuhkan sedikit konsentrasi.,[],0
1134,Penjelasan-penjelasan tersebut menguraikan ide-ide utama dengan jelas.,1,0,0,0,0,1,0,0,1,1,Penjelasan-penjelasan tersebut menguraikan ide-ide utama dengan jelas.,[],0
1135,Materi pembelajaran terasa netral dan informatif secara keseluruhan.,2,0,0,0,0,1,0,0,1,1,Materi pembelajaran terasa netral dan informatif secara keseluruhan.,[],0
1136,"Secara keseluruhan, materi pembelajaran tersebut mengkomunikasikan konsep-konsep dengan cukup jelas untuk kemajuan yang stabil.",2,0,0,0,0,1,0,0,1,1,"Secara keseluruhan, materi pembelajaran tersebut mengkomunikasikan konsep-konsep dengan cukup jelas untuk kemajuan yang stabil.",[],0
1137,Instruktur sangat responsif di sesi tanya jawab dan biasanya memberikan jawaban yang jelas yang membantu untuk maju 🙂.,3,0,0,0,0,1,0,0,1,1,Instruktur sangat responsif di sesi tanya jawab dan biasanya memberikan jawaban yang jelas yang membantu untuk maju .,['🙂'],1
1138,"Saya menghargai betapa cepatnya pertanyaan dijawab, yang membuat pengalaman belajar terasa didukung.",3,0,0,0,0,1,0,0,1,1,"Saya menghargai betapa cepatnya pertanyaan dijawab, yang membuat pengalaman belajar terasa didukung.",[],0
1139,"Instruktur sering membalas dalam hitungan jam, yang membangun kepercayaan dan keyakinan pada dukungan kursus.",3,0,0,0,0,1,0,0,0,1,"Instruktur sering membalas dalam hitungan jam, yang membangun kepercayaan dan keyakinan pada dukungan kursus.",[],0
1140,"Sebagian besar pertanyaan saya dijawab dengan jelas dan sopan, sehingga interaksi terasa menyenangkan.",3,0,0,0,0,1,0,0,0,1,"Sebagian besar pertanyaan saya dijawab dengan jelas dan sopan, sehingga interaksi terasa menyenangkan.",[],0
1141,Saya merasa bagian tanya jawab sangat membantu karena instruktur secara aktif menanggapi pertanyaan siswa.,3,0,0,0,0,1,0,0,0,1,Saya merasa bagian tanya jawab sangat membantu karena instruktur secara aktif menanggapi pertanyaan siswa.,[],0
1142,Tanggapan di area diskusi umumnya jelas dan tepat sasaran.,3,0,0,0,0,1,0,0,0,1,Tanggapan di area diskusi umumnya jelas dan tepat sasaran.,[],0
1143,Saya merasa tenang karena mengetahui bahwa pertanyaan-pertanyaan dijawab dengan segera oleh instruktur.,3,0,0,0,0,1,0,0,0,1,Saya merasa tenang karena mengetahui bahwa pertanyaan-pertanyaan dijawab dengan segera oleh instruktur.,[],0
1144,Kehadiran instruktur dalam sesi tanya jawab membuat kursus terasa lebih interaktif.,3,0,0,0,0,1,0,0,1,1,Kehadiran instruktur dalam sesi tanya jawab membuat kursus terasa lebih interaktif.,[],0
1145,"Saya menghargai tanggapan yang konsisten terhadap pertanyaan-pertanyaan, yang membantu mengklarifikasi banyak keraguan.",3,0,0,0,0,1,0,0,0,1,"Saya menghargai tanggapan yang konsisten terhadap pertanyaan-pertanyaan, yang membantu mengklarifikasi banyak keraguan.",[],0
1146,Instruktur biasanya memberikan penjelasan yang bermanfaat saat menjawab pertanyaan 😃.,3,0,0,0,0,1,0,0,0,1,Instruktur biasanya memberikan penjelasan yang bermanfaat saat menjawab pertanyaan .,['😃'],1
1147,Interaksi di sesi tanya jawab memudahkan untuk tetap fokus pada materi kursus.,3,0,0,0,0,1,0,0,0,1,Interaksi di sesi tanya jawab memudahkan untuk tetap fokus pada materi kursus.,[],0
1148,Saya merasa jawaban instruktur informatif dan mudah dipahami.,3,0,0,0,0,1,0,0,1,1,Saya merasa jawaban instruktur informatif dan mudah dipahami.,[],0
1149,Pertanyaan yang diajukan di bagian diskusi seringkali dijawab tepat waktu 🙂.,3,0,0,0,0,1,0,0,0,1,Pertanyaan yang diajukan di bagian diskusi seringkali dijawab tepat waktu .,['🙂'],1
1150,Keterlibatan instruktur dalam sesi tanya jawab menambah nilai pada pengalaman belajar secara keseluruhan.,3,0,0,0,0,1,0,0,0,1,Keterlibatan instruktur dalam sesi tanya jawab menambah nilai pada pengalaman belajar secara keseluruhan.,[],0
1151,Saya merasa didukung oleh kesediaan instruktur untuk menjawab pertanyaan.,3,0,0,0,0,1,0,0,0,1,Saya merasa didukung oleh kesediaan instruktur untuk menjawab pertanyaan.,[],0
1152,Jawaban pada sesi tanya jawab biasanya lugas dan bermanfaat 😄.,3,0,0,0,0,1,0,0,0,1,Jawaban pada sesi tanya jawab biasanya lugas dan bermanfaat .,['😄'],1
1153,"Instruktur menjaga kehadiran aktif, yang meningkatkan komunikasi dengan peserta didik.",3,0,0,0,0,1,0,0,0,1,"Instruktur menjaga kehadiran aktif, yang meningkatkan komunikasi dengan peserta didik.",[],0
1154,Saya menghargai bagaimana instruktur mengklarifikasi kesalahpahaman di sesi diskusi.,3,0,0,0,0,1,0,0,0,1,Saya menghargai bagaimana instruktur mengklarifikasi kesalahpahaman di sesi diskusi.,[],0
1155,Tanggapan yang saya terima membantu menyelesaikan kebingungan saya dengan efisien.,3,0,0,0,0,1,0,0,0,1,Tanggapan yang saya terima membantu menyelesaikan kebingungan saya dengan efisien.,[],0
1156,Respons cepat dari instruktur membuat proses pembelajaran menjadi lebih lancar.,3,0,0,0,0,1,0,0,0,1,Respons cepat dari instruktur membuat proses pembelajaran menjadi lebih lancar.,[],0
1157,"Secara umum, interaksi yang saya alami positif dan responsif.",3,0,0,0,0,1,0,0,0,1,"Secara umum, interaksi yang saya alami positif dan responsif.",[],0
1158,Bagian tanya jawab bermanfaat karena instruktur secara aktif membahas isu-isu umum.,3,0,0,0,0,1,0,0,0,1,Bagian tanya jawab bermanfaat karena instruktur secara aktif membahas isu-isu umum.,[],0
1159,Saya suka cara instruktur menjelaskan solusi dengan jelas dalam balasannya.,3,0,0,0,0,1,0,0,0,1,Saya suka cara instruktur menjelaskan solusi dengan jelas dalam balasannya.,[],0
1160,Gaya interaksinya terasa profesional dan informatif.,3,0,0,0,0,1,0,0,0,1,Gaya interaksinya terasa profesional dan informatif.,[],0
1161,Saya merasa terdorong untuk bertanya karena tahu pertanyaan saya akan dijawab 🙂.,3,0,0,0,0,1,0,0,0,1,Saya merasa terdorong untuk bertanya karena tahu pertanyaan saya akan dijawab .,['🙂'],1
1162,Tanggapan dari instruktur membantu saya untuk maju tanpa penundaan yang tidak perlu.,3,0,0,0,0,1,0,0,0,1,Tanggapan dari instruktur membantu saya untuk maju tanpa penundaan yang tidak perlu.,[],0
1163,Interaksi tanya jawab memberikan kejelasan pada bagian-bagian kursus yang membutuhkan penjelasan.,3,0,0,0,0,1,0,0,0,1,Interaksi tanya jawab memberikan kejelasan pada bagian-bagian kursus yang membutuhkan penjelasan.,[],0
1164,Saya menghargai upaya instruktur untuk menjawab banyak pertanyaan 😃.,3,0,0,0,0,1,0,0,0,1,Saya menghargai upaya instruktur untuk menjawab banyak pertanyaan .,['😃'],1
1165,"Secara keseluruhan, komunikasi di bagian diskusi terasa mendukung.",3,0,0,0,0,1,0,0,0,1,"Secara keseluruhan, komunikasi di bagian diskusi terasa mendukung.",[],0
1166,Instruktur memberikan panduan yang jelas saat menjawab pertanyaan.,3,0,0,0,0,1,0,0,0,1,Instruktur memberikan panduan yang jelas saat menjawab pertanyaan.,[],0
1167,Saya merasa yakin untuk melanjutkan kursus karena instruktur sangat responsif 🙂.,3,0,0,0,0,1,0,0,0,1,Saya merasa yakin untuk melanjutkan kursus karena instruktur sangat responsif .,['🙂'],1
1168,Jawaban dalam sesi tanya jawab sering kali menyelesaikan masalah dengan cepat.,3,0,0,0,0,1,0,0,0,1,Jawaban dalam sesi tanya jawab sering kali menyelesaikan masalah dengan cepat.,[],0
1169,Saya menghargai jawaban instruktur yang lugas dan informatif.,3,0,0,0,0,1,0,0,0,1,Saya menghargai jawaban instruktur yang lugas dan informatif.,[],0
1170,Interaksi dengan para peserta didik terasa konsisten sepanjang kursus 😁.,3,0,0,0,0,1,0,0,0,1,Interaksi dengan para peserta didik terasa konsisten sepanjang kursus .,['😁'],1
1171,Instruktur biasanya merespons dengan sopan dan profesional.,3,0,0,0,0,1,0,0,0,1,Instruktur biasanya merespons dengan sopan dan profesional.,[],0
1172,Saya merasa penjelasan tanya jawab sangat membantu untuk memahami bagian-bagian yang sulit.,3,0,0,0,0,1,0,0,0,1,Saya merasa penjelasan tanya jawab sangat membantu untuk memahami bagian-bagian yang sulit.,[],0
1173,Jawaban dari instruktur membuat pengalaman belajar menjadi lebih interaktif.,3,0,0,0,0,1,0,0,0,1,Jawaban dari instruktur membuat pengalaman belajar menjadi lebih interaktif.,[],0
1174,"Pertanyaan sering dijawab dengan jelas, sehingga menghemat waktu.",3,0,0,0,0,1,0,0,0,1,"Pertanyaan sering dijawab dengan jelas, sehingga menghemat waktu.",[],0
1175,Saya merasa tenang karena instruktur aktif terlibat dalam diskusi.,3,0,0,0,0,1,0,0,0,1,Saya merasa tenang karena instruktur aktif terlibat dalam diskusi.,[],0
1176,Gaya interaksi instruktur secara umum terasa konstruktif 😄.,3,0,0,0,0,1,0,0,0,1,Gaya interaksi instruktur secara umum terasa konstruktif .,['😄'],1
1177,Saya menghargai cara instruktur menjawab pertanyaan-pertanyaan baik yang sederhana maupun yang kompleks.,3,0,0,0,0,1,0,0,0,1,Saya menghargai cara instruktur menjawab pertanyaan-pertanyaan baik yang sederhana maupun yang kompleks.,[],0
1178,Bagian tanya jawab membantu mengklarifikasi keraguan dengan efisien 🙂.,3,0,0,0,0,1,0,0,0,1,Bagian tanya jawab membantu mengklarifikasi keraguan dengan efisien .,['🙂'],1
1179,Jawaban dari instruktur terasa dapat diandalkan dan informatif.,3,0,0,0,0,1,0,0,0,1,Jawaban dari instruktur terasa dapat diandalkan dan informatif.,[],0
1180,Saya mendapati interaksi dalam kursus tersebut sebagian besar positif.,3,0,0,0,0,1,0,0,0,1,Saya mendapati interaksi dalam kursus tersebut sebagian besar positif.,[],0
1181,Jawaban dari instruktur sangat membantu membimbing saya melewati langkah-langkah yang membingungkan 😁.,3,0,0,0,0,1,0,0,0,1,Jawaban dari instruktur sangat membantu membimbing saya melewati langkah-langkah yang membingungkan .,['😁'],1
1182,Komunikasi di bagian Tanya Jawab terasa mudah diakses dan bermanfaat.,3,0,0,0,0,1,0,0,0,1,Komunikasi di bagian Tanya Jawab terasa mudah diakses dan bermanfaat.,[],0
1183,Saya merasa nyaman mengajukan pertanyaan karena instruktur sangat responsif.,3,0,0,0,0,1,0,0,0,1,Saya merasa nyaman mengajukan pertanyaan karena instruktur sangat responsif.,[],0
1184,Keterlibatan instruktur meningkatkan pengalaman kursus secara keseluruhan 🙂.,3,0,0,0,0,1,0,0,0,1,Keterlibatan instruktur meningkatkan pengalaman kursus secara keseluruhan .,['🙂'],1
1185,Saya menghargai kejelasan yang diberikan dalam sebagian besar jawaban tanya jawab.,3,0,0,0,0,1,0,0,0,1,Saya menghargai kejelasan yang diberikan dalam sebagian besar jawaban tanya jawab.,[],0
1186,Gaya interaksi tersebut umumnya mendukung pembelajaran.,3,0,0,0,0,1,0,0,0,1,Gaya interaksi tersebut umumnya mendukung pembelajaran.,[],0
1187,"Instruktur memberikan respons dengan cepat, yang membantu menjaga momentum pembelajaran 😃.",3,0,0,0,0,1,0,0,0,1,"Instruktur memberikan respons dengan cepat, yang membantu menjaga momentum pembelajaran .",['😃'],1
1188,Saya merasa sesi tanya jawab bermanfaat untuk menyelesaikan masalah umum.,3,0,0,0,0,1,0,0,0,1,Saya merasa sesi tanya jawab bermanfaat untuk menyelesaikan masalah umum.,[],0
1189,Jawaban dari instruktur biasanya jelas dan relevan.,3,0,0,0,0,1,0,0,0,1,Jawaban dari instruktur biasanya jelas dan relevan.,[],0
1190,Saya merasa didukung oleh kehadiran instruktur di sesi diskusi.,3,0,0,0,0,1,0,0,0,1,Saya merasa didukung oleh kehadiran instruktur di sesi diskusi.,[],0
1191,Interaksi dalam sesi tanya jawab memberikan kontribusi positif terhadap pemahaman materi.,3,0,0,0,0,1,0,0,0,1,Interaksi dalam sesi tanya jawab memberikan kontribusi positif terhadap pemahaman materi.,[],0
1192,Jawaban instruktur sering kali langsung membahas inti permasalahan.,3,0,0,0,0,1,0,0,0,1,Jawaban instruktur sering kali langsung membahas inti permasalahan.,[],0
1193,Saya mengapresiasi upaya yang dilakukan untuk menjawab pertanyaan para pelajar 😁.,3,0,0,0,0,1,0,0,0,1,Saya mengapresiasi upaya yang dilakukan untuk menjawab pertanyaan para pelajar .,['😁'],1
1194,Komunikasi secara keseluruhan terasa positif dan bermanfaat.,3,0,0,0,0,1,0,0,0,1,Komunikasi secara keseluruhan terasa positif dan bermanfaat.,[],0
1195,Keterlibatan instruktur membuat kursus terasa tidak terlalu terisolasi 🙂.,3,0,0,0,0,1,0,0,0,1,Keterlibatan instruktur membuat kursus terasa tidak terlalu terisolasi .,['🙂'],1
1196,Saya merasa interaksi tanya jawab tersebut bermanfaat untuk mengklarifikasi hal-hal yang masih belum jelas.,3,0,0,0,0,1,0,0,0,1,Saya merasa interaksi tanya jawab tersebut bermanfaat untuk mengklarifikasi hal-hal yang masih belum jelas.,[],0
1197,Instruktur umumnya memberikan umpan balik yang bermanfaat dalam tanggapan.,3,0,0,0,0,1,0,0,0,1,Instruktur umumnya memberikan umpan balik yang bermanfaat dalam tanggapan.,[],0
1198,Saya menghargai penjelasan yang jelas yang diberikan dalam balasan diskusi.,3,0,0,0,0,1,0,0,0,1,Saya menghargai penjelasan yang jelas yang diberikan dalam balasan diskusi.,[],0
